id,name,summary,cultivation,toxicity
164,Monstera deliciosa,"Monstera deliciosa, the Swiss cheese plant or split-leaf philodendron is a species of flowering plant. The common name ""Swiss cheese plant"" is also used for the related species from the same genus, Monstera adansonii. The common name ""split-leaf philodendron"" is also used for the species Thaumatophyllum bipinnatifidum, although neither species is in the genus Philodendron.
Monstera deliciosa is native to tropical forests of southern Mexico, south to Panama. It has been introduced to many tropical areas, and has become a mildly invasive species in Hawaii, Seychelles, Ascension Island and the Society Islands. It is very widely grown in temperate zones as a houseplant. Although the plant contains insoluble calcium oxalate crystals, which cause a needlelike sensation when touched, the ripe fruit is edible.","Monstera deliciosa is commonly grown outdoors as an ornamental plant in the tropics and subtropics. The plant requires a lot of space and a rich and loose soil (ideally garden soil and compost in equal parts). If it grows in the ground it is better to plant it near a tree, where it can climb, if not against a trellis. It is a ""moderately greedy plant,"" in that it needs to be watered just to keep the soil slightly moist. Its hardiness is 11 (that is to say the coldest at −1 °C or 30 °F). It cannot withstand these temperatures for more than a few hours, but it can live outside in certain temperate regions (Mediterranean coast, Brittany). A steady minimum temperature of at least 13–15 °C (55–59 °F) is preferable, allowing continuous growth. Growth ceases below 10 °C (50 °F) and it is killed by frost. It needs very bright exposure, but not full sun.
Forcing a M. deliciosa to flower outside of its typical tropical habitat proves to be difficult. Specific conditions need to be met for the plant to flower. However, in its tropical and subtropical habitat, the plant flowers easily. In ideal conditions it flowers about three years after planting. The plant can be propagated by taking cuttings of a mature plant or by air layering.","Monstera deliciosa is moderately toxic to both cats and dogs because it contains insoluble calcium oxalate crystals (needle-like). This crystal may cause injury to the mouth, tongue, and digestive tract. It also causes dermatitis by direct contact with cat and dog skin."
165,Nephrolepis exaltata,"Nephrolepis exaltata, known as the sword fern or  Boston fern, is a species of fern in the family Nephrolepidaceae. It is native to the Americas. This evergreen plant can reach as high as 40–90 centimetres (16–35 in), and in extreme cases up to 1.5 metres (4 ft 11 in). It is also known as the Boston sword fern, wild Boston fern, Boston blue bell fern, tuber ladder fern, or fishbone fern.

","Nephrolepis exaltata is a very popular house plant, often grown in hanging baskets or similar conditions. It is a perennial plant hardy in USDA plant hardiness zones 9–11. Although the fern may appear totally dead during periods of frost, it will re-emerge in the spring. In general, the Boston fern thrives in damp, but not soggy, soil that is rich in nutrients. Of the common cultivated ferns, the Boston fern is the most tolerant to drought. The fern is acclimated to humid conditions, so when grown as a house plant, it is necessary to mist the plant when relative humidity falls below around 80%. Although the plant prefers partial shade or full shade outdoors, it doesn't grow in shade when indoors and responds best to bright filtered light. The plant is usually propagated by division of the rooted runners, as named cultivars will not produce true spores. It is safe for pets as it is known to be non-toxic.",No data available
166,Nephrolepis obliterata,"Nephrolepis is a genus of about 30 species of ferns. It is the only genus in the family Nephrolepidaceae, placed in the suborder Aspleniineae (eupolypods I) of the order Polypodiales in the Pteridophyte Phylogeny Group classification of 2016 (PPG I). (It is placed in the Dryopteridaceae in some other classifications.) Species in this genus include plants commonly referred to as Boston ferns. The fronds are long and narrow, and once-pinnate, in the case of one Bornean species reaching thirty feet (nine meters) in length.",No data available,No data available
167,Nephthytis,"Nephthys or Nebet-Het in ancient Egyptian (Ancient Greek: Νέφθυς) was a goddess in ancient Egyptian religion. A member of the Great Ennead of Heliopolis in Egyptian mythology, she was a daughter of Nut and Geb. Nephthys was typically paired with her sister Isis in funerary rites because of their role as protectors of the mummy, with her brother Osiris, and as the sister-wife of Set.
She was associated with mourning, the night/darkness, service (specifically temples), childbirth, the dead, protection, magic, health, embalming, and beer.

",No data available,No data available
168,Oxalis triangularis,"Oxalis triangularis, commonly called false shamrock, is a species of perennial plant in the family Oxalidaceae. It is native to several countries in southern South America. This woodsorrel is typically grown as a houseplant but can be grown outside in USDA climate zones 8a–11, preferably in light shade.
The deep maroon leaves are trifoliate, like species in the clover genus Trifolium which are commonly called shamrock, hence the name ""false shamrock"". The leaves fold down at night, when disturbed, and when in harsh sunlight. The white or pale pink five-petalled flowers also close at night.",No data available,No data available
169,Pachira glabra,"Pachira glabra (syn. Bombacopsis glabra) is a tropical wetland tree in the mallow family, Malvaceae, native to eastern Brazil, where it grows along waterways. It is generally known by the nonscientific names Guinea peanut, French peanut, Saba nut, money tree, and lucky tree. It shares many of these common names with the similar P. aquatica.",No data available,No data available
170,Pelargonium radens,"Pelargonium radens, the rasp-leaf pelargonium is a species of Pelargonium. It is in the subgenus Pelargonium along with Pelargonium crispum and Pelargonium tomentosum.

",No data available,No data available
171,Pellaea rotundifolia,"Pellaea rotundifolia, the button fern, is a species of fern endemic to New Zealand, where it grows in scrub and forests. It is also a popular garden plant (in zones 8 and 9) and house plant, tolerating low temperatures but not freezing.
Pellaea rotundifolia is a compact, evergreen fern that can have more than 30 pairs of round, dark-green, leathery pinnae on fronds up to 18 in (460 mm) in length. The Latin specific epithet rotundifolia means ""round-leaved"".

","It needs acidic and well-drained soil; it does not appreciate the moist, humid conditions that most ferns require so does well with minimal watering.
This plant has gained the Royal Horticultural Society's Award of Garden Merit.",No data available
172,Peperomia caperata,"Peperomia caperata, the emerald ripple peperomia, is a species of flowering plant in the family Piperaceae, native to Brazil. It is a mound-forming evergreen perennial growing to 20 cm (8 in) tall and wide, with corrugated heart-shaped leaves, and narrow spikes of white flowers 5–8 cm (2–3 in) long, in summer.
With a minimum temperature requirement of 15 °C (59 °F), P. caperata must be grown indoors in most temperate regions. It is a popular houseplant, and numerous cultivars have been developed, of which 'Luna Red' has gained the Royal Horticultural Society's Award of Garden Merit.

",No data available,No data available
173,Peperomia griseoargentea,"Peperomia is one of the two large genera of the family Piperaceae. It is estimated that there are at least over 1,000 species, occurring in all tropical and subtropical regions of the world. They are concentrated in South and Central America, but may also be found in southern North America, the Caribbean islands, Africa, Oceania, and southern and eastern parts of Asia. The exact number of species is difficult to determine, as some plants have been recorded several times with different names, and new species continue to be discovered. Peperomias have adapted to many different environments and their appearances vary greatly. Some are epiphytes (growing on other plants) or lithophytes (growing on rock or in rock crevices), and many are xerophytes (drought-tolerant, with thick succulent structures to save water) or possess underground tubers (geophytes). Most species are compact perennial shrubs or vines.
Some Peperomias have thick, waxy, succulent leaves and stems; still, others are rather delicate, with paper-thin leaves. Many species will easily sunburn, preferring filtered or indirect, bright sunlight. Most of the Peperomias have minimal to virtually non-existent root systems (species-depending), with the entire mass often being nothing more than a collection of tiny, hair-like appendages used to anchor the plant. These roots, while delicate, also enable the plants to survive in less-than-ideal conditions; however, their fragility also places them at a greater risk for root rot if water does not drain sufficiently quickly.
The genus name Peperomia was coined by Spanish botanists Ruiz López and Pavón Jiménez in 1794 after their travels in Peru and Chile. Peperomia plants do not have a widely- accepted common name, and some argue that it is better to use the genus name, as is the case with genera such as Petunia and Begonia. They are sometimes called radiator plants, a name possibly coined by L.H. Bailey because many of them enjoy bright and dry environments similar to a windowsill above a radiator. Furthermore, many individuals simply refer to the many Peperomias by their individual nicknames, such as Peperomia polybotrya being called the “Raindrop Peperomia” (due to its large, drop-shaped leaves), or P. argyreia being the “Watermelon Peperomia”, due to its leaf veining and shape resembling the look of a watermelon.

",No data available,No data available
174,Peperomia obtusifolia,"Peperomia obtusifolia, also known as the baby rubberplant, American rubber plant, or  pepper face, is a species of flowering plant in the genus Peperomia under the family Piperaceae, native to Tropical America. The specific epithet obtusifolia means ""blunt-leaved"". The plant has gained the Royal Horticultural Society's Award of Garden Merit.

","With a minimum temperature of 15 °C (59 °F), the baby rubberplant must be grown indoors in most temperate regions. Although it needs high humidity, it does not require much care. Good lighting is enough to maintain the bright and intense colour of the leaves, though direct light causes discoloration. The stem is fleshy, so the plant does not need abundant or frequent watering. A popular houseplant, numerous cultivars have been developed, some of which show leaf variegation.",No data available
175,Peperomia rotundifolia,"Peperomia rotundifolia, also known as jade necklace, trailing jade, creeping buttons and round leaf Peperomia, is a trailing plant species of peperomia native to the tropical rainforest of South America. 

","The plant does best in hanging baskets, where it can cascade, as well as in terrariums. The species require high humidity, especially when it is warm, though they are very sensitive to overwatering, where they would wilt or have scab-like bumps on their leaves. They grow well in steadily moist soils. Summer temperatures should exceed 24 °C and in winter it should not be lower than 16 °C.
The plant flourishes when it is slightly pot-bound, meaning they should not be over-potted. The plant can be easily propagated from leaf cuttings. They may be susceptible to mealybugs.",No data available
176,Peperomia serpens,"Peperomia serpens, the vining peperomia, is a species of flowering plant in the genus Peperomia and family Piperaceae, native to the New World Tropics. The plant is perennial.
The name Peperomia serpens has in the past also been used to describe Peperomia dimota and Peperomia subrotundifolia. In addition the terms Peperomia serpens and Peperomia scandens are sometimes falsely used for Peperomia nitida, perhaps because both are similar vining plants. The Royal Horticultural Society has bestowed the Award of Garden Merit to ""Peperomia scandens"" as a houseplant, however it is not clear whether this means Peperomia serpens or Peperomia nitida.

",No data available,No data available
177,Petrocosmea forrestii,"Petrocosmea forrestii is a species of flowering plant in the family Gesneriaceae native to China, and sometimes cultivated as a houseplant. It grows among rocks in shady places. Like other species in its genus, it does not develop a stem above ground, but spreads by rhizomes. The entire rosette of leaves is less than 15 centimetres (5.9 in) in diameter.",No data available,No data available
178,Petrocosmea kerrii,"Petrocosmea kerrii is a species of flowering plant in the family Gesneriaceae, sometimes cultivated as a houseplant. In the past, it has been erroneously placed in the genus Damrongia. It was first described by William Grant Craib in 1918.
It is divided into two subspecies:

P. k. var. crinita W. T. Wang
P. k. var. kerrii

",No data available,No data available
179,Petrocosmea rosettifolia,"Petrocosmea rosettifolia is a species of flowering plant in the family Gesneriaceae. A new species Petrocosmea cryptica J.M.H.Shaw was described in 2011, long known in cultivation but mistakenly identified as P. rosettifolia.",No data available,No data available
180,Philodendron callosum,"Philodendron callosum is a species of flowering plant in the family Araceae. An epiphyte, it is native to wet forests of northern South America. Its floral scents dihydro-β-ionone and 2-hydroxy-5-methyl-3-hexanone serve to attract its pollinators, scarab beetles of the genus Cyclocephala. With its leathery, glossy leaves it has found use as a houseplant. 

",No data available,No data available
181,Philodendron campii,"Philodendron campii is a species of flowering plant in the family Araceae, native to Colombia, Ecuador, and Peru, and to adjoining parts of Brazil. It is found in wet tropical forests, and it is available from commercial growers as a houseplant.",No data available,No data available
182,Philodendron domesticum,"Philodendron domesticum, also called the spadeleaf philodendron, the elephant ear philodendron, or burgundy philodendron, is a plant in the genus Philodendron. Its arrow-shaped glossy leaves grow to be 22 inches (56 cm) long and 9 inches (23 cm) wide when mature. Philodendron domesticum is also commonly grown as a houseplant in temperate climates.",No data available,No data available
183,Philodendron elegans,"Philodendron elegans is a species of flowering plant in the family Araceae, native to Colombia. A climber capable of reaching 4.6 m (15 ft) as a houseplant, it is can be found clambering up to the canopy in wet tropical forests. It may be available from specialty suppliers.",No data available,No data available
184,Philodendron erubescens,"Philodendron erubescens, the blushing philodendron or red-leaf philodendron, is a species of flowering plant in the family Araceae, native to Colombia. It is a robust evergreen climber growing to 3–6 m (10–20 ft), with red stems and heart-shaped leaves up to 40 cm (16 in) in length. The flowers are deep red, fragrant spathes up to 15 cm (6 in) long, in summer and autumn. The specific epithet erubescens means ""blushing"".

",No data available,No data available
185,Philodendron gigas,"Philodendron gigas is a species of flowering plant in the family Araceae. It is endemic to Panama, first described in  1997.",No data available,No data available
186,Philodendron hederaceum,"Philodendron hederaceum,  the heartleaf philodendron (syn. Philodendron scandens) is a species of flowering plant in the family Araceae, native to Central America and the Caribbean which is common in the houseplant trade. Philodendron hederaceum var. hederaceum, the ""velvet philodendron,"" is a subspecies which is in the houseplant trade under its previous name of Philodendron micans. While toxic under certain conditions, it is also under current review for numerous health benefits.",No data available,"Parts of the plant are known to contain calcium oxalate crystals in varying concentrations. When ingested in large quantities, P. hederaceum cannot be properly digested. These calcium oxalate crystals are deposited in organs such as the kidneys, and can cause cardiac-related issues in humans  Although the plant is known to be toxic to mice and rats, the current literature is conflicting with regards to its toxicity in cats.
Although Philodendron species can be harmful if ingested, they also have a reputation of being a source of potential therapeutic applications for medical research. This reputation is due to the presence of terpenoids and flavonoids, natural compounds that are of interest because of their biological abilities in acting as an antioxidant, anti-inflammatory, and disease preventative.
According to the American Society for the Prevention of Cruelty to Animals, Philodendron hederaceum can cause oral irritation, a painful and swollen mouth, lips, and tongue, drooling, vomiting (except in horses), and difficulty swallowing in animals."
187,Philodendron mexicanum,"Philodendron mexicanum is a species of flowering plant in the family Araceae. It is native to central and southwestern Mexico including Veracruz, Guatemala, Honduras, Costa Rica, and Colombia. An evergreen vine of the wet tropics, it reaches 2 m (7 ft) tall as a houseplant. Its young leaves are lanceolate, and its mature leaves are lobed and spear-shaped, and can be 60 cm (2 ft) long.",No data available,No data available
188,Philodendron tortum,"Philodendron tortum is a species of flowering plant in the family Araceae, native to northern Brazil and Bolivia. A climber, it is typically found in the wet tropics. It is available from commercial houseplant suppliers.",No data available,No data available
189,Phoenix roebelenii,"Phoenix roebelenii, with common names of dwarf date palm, pygmy date palm, miniature date palm or robellini palm, is a species of date palm native to southeastern Asia, from southwestern China (Yunnan Province), northern Laos and northern Vietnam (in Dien Bien Province, Ha Giang Province, Cao Bang Province, Lang Son Province).
The Latin specific epithet roebelenii honours the orchid collector Carl Roebelen (1855–1927).","Phoenix roebelenii is a popular ornamental plant in gardens in tropical and subtropical  climate areas. With a minimum temperature requirement of -3 °C it is grown under glass or as a houseplant in cooler areas. It needs little pruning to develop a strong structure, is resistant to pests, is tolerant to soil variation, and is moderately drought tolerant. The plant grows in partial shade to full sun, with the local climate determining where to plant.
This plant has gained the Royal Horticultural Society's Award of Garden Merit.
The NASA Clean Air Study concluded that this was a plant that was effective at removing common household air toxins formaldehyde and benzene.",No data available
190,Phyllotaenium,Phyllotaenium lindenii is a species of flowering plant in the family Araceae. It is the sole species in genus Phyllotaenium. It is a tuberous geophyte native to the wet tropics of Colombia and Panama. It is named after Belgian botanist Jean Jules Linden.,Cultivars include Phyllotaenium lindenii 'Magnificum'.,No data available
191,Pilea cadierei,"Pilea cadierei (or the aluminium plant or watermelon pilea) is a species of flowering plant in the nettle family Urticaceae. The species is endemic to the southern Chinese provinces of Guizhou and Yunnan, as well as Vietnam. The specific epithet cadierei refers to the 20th-century botanist R.P. Cadière. P. cadierei has earned the Royal Horticultural Society's Award of Garden Merit for its hardiness and reliability as a houseplant. In warmer countries, usually within USDA zones 8-12, the plant may be grown outside year-round as a perennial, either in-ground or contained, and pruned about 50% during the autumn (or whenever blooming concludes).

","With a minimum temperature of 15 °C (59 °F), it is cultivated as a houseplant in temperate regions due to its decorative leaves and easy vegetative propagation through cuttings. This plant is nontoxic to cats, dogs, and horses, and so is safe to have around pets.",No data available
192,Pilea peperomioides,"Pilea peperomioides (), the Chinese money plant, UFO plant, pancake plant, lefse plant or missionary plant, is a species of flowering plant in the nettle family Urticaceae, native to Yunnan and Sichuan provinces in southern China.","In temperate regions, P. peperomioides is treated as a houseplant, with cultivation recommended at a minimum temperature anywhere from 13 °C (55 °F) to 5 °C (41 °F). However, in its native range, the plant tolerates periods near or below freezing.  Thus the plant could be kept in unheated indoor areas or even outdoors in temperate climates; the foliage may be killed back by frost, but regrows in spring.  Wessel Marais, the Kew Gardens botanist who determined the identity of the plant in the 1980s, later grew the plant outdoors in Cazillac, France.  He reported it surviving for 6 or 7 years with temperatures as low as −9 °C (16 °F), noting that ""the stems above ground are killed but it comes again from below ground-level, so deep planting should do the trick"".
P. peperomioides is propagated from plantlets that sprout on the trunk of the parent plant (these are called offshoots) or from underground shoots (called rhizomes). These offshoots are often passed on as a lucky plant (""lucky thaler"") or friendship plant. Since constant temperatures and high humidity have a positive effect on plant growth, this plant species is suitable for planting terrariums.
Although the plant is endangered in its native habitat, it is among the most popular houseplants today. It is in high demand because it is slim, easy to grow, and tolerates dry environments. The plant is readily available in retail greenhouses, which in turn are supplied by industrial-scale farming enterprises.
This species has gained the Royal Horticultural Society's Award of Garden Merit.
There are three different cultivars which have appeared in the last few years “Sugar”, “White Splash” and “Mojito.”",No data available
193,Platycerium bifurcatum,"Platycerium bifurcatum, commonly known as the elkhorn fern or staghorn fern, is a species of plant in the fern family Polypodiaceae native to Java, Bali, New Guinea, New South Wales, Queensland and Lord Howe Island.

","Platycerium bifurcatum is cultivated as an ornamental plant for gardens. With a minimum temperature requirement of 5 °C (41 °F), in temperate regions it may be grown outdoors in sheltered locations, otherwise as a houseplant. It has gained the Royal Horticultural Society's Award of Garden Merit.",No data available
194,Platycerium superbum,"Platycerium is a genus of about 18 fern species in the polypod family, Polypodiaceae. Ferns in this genus are widely known as staghorn or elkhorn ferns due to their uniquely shaped fronds. This genus is epiphytic and is native to tropical and temperate areas of South America, Africa, Southeast Asia, Australia, and New Guinea.","The species Platycerium bifurcatum and Platycerium superbum are commonly cultivated as ornamental plants. These oddly shaped ferns grow on trees and rocks and can be found in gardens, especially tropical gardens.
Staghorns can be propagated by spores produced on the underside of the fertile fronds. Colonial Platycerium can also be vegetatively propagated by carefully dividing large healthy ones into smaller, separate plants. These new plants can then be attached to board mounts or be strapped to trees until they take to the tree themselves.
A mature staghorn can grow more than 1 metre (3.3 ft) wide.",No data available
195,Plectranthus verticillatus,"Plectranthus verticillatus (syn. Plectranthus nummularius), Swedish ivy, Swedish begonia or whorled plectranthus is a plant in the family Lamiaceae (Labiatae), genus Plectranthus native to southern Africa. Despite its common name, it is not close to the ivy family of the genus Hedera nor is it native to Sweden.",No data available,No data available
196,Portulacaria afra,"Portulacaria afra (known as elephant bush, porkbush, purslane tree, dwarf jade and spekboom  in Afrikaans) is a small-leaved succulent plant found in South Africa. These succulents commonly have a reddish stem and green leaves, but a variegated cultivar is often seen in cultivation. They are simple to care for and make easy houseplants for a sunny location. In frost-free regions they may be used in outdoor landscaping.

","In the wilds of South Africa, large plants do survive the winter frosts by growing dense enough to provide their own natural cover. Drought-tolerant and fire-resistant, it will endure desert sun and heat once established, which the jade plant will not.  P. afra is a common landscape plant in Phoenix, Arizona, and southern California, growing in USDA plant hardiness zones 9-11. Cuttings root very easily in most potting media.",No data available
